"Protein.Ids","ALM6","ALM7","ALM8","ALM9","ALM10","ALM11","ALM12","ALM13","ALM14","ALM15","ALM16","ALM17","ALM18","ALM19","ALM20","ALM21","ALM22","ALM23","ALM24","ALM25","ALM26","ALM27","ALM28","ALM29","ALM30","ALM31","ALM32","ALM33","ALM34","ALM35","ALM36","ALM37","ALM38","ALM39","ALM40","ALM41","ALM42","ALM43","ALM44","ALM45","ALM46","ALM47"
"Q7Z5G4","1292.66","626.401","1857.45","844.44","1058.79",NA,"742.962",NA,"1627.42","708.255","895.454","407.226","1103.6","1262.82","1778.49","902.964","556.434","749.229",NA,"1863.94","661.216","1407.68","2145.37","1214.75","1619.49","1323.23","842.751","423.644","634.241","412.798","465.459","872.964","924.387",NA,"1218.92","1163.86","449.73","930.656",NA,"1688.43","1086.15","1054.65"
"Q7Z5H3","677.865","842.301",NA,NA,"513.252",NA,"851.044","420.227","575.083","1354.91",NA,"964.021","691.973","413.817","718.68",NA,"1030.84","835.746",NA,NA,"397.495",NA,"967.138","954.117","665.429","840.512","1367.21","1142.39","1061.21","1280.91","1642.65","710.391","1012.56",NA,"1567.61",NA,"746.167","610.6","1220.56",NA,"2231.79",NA
"Q7Z5K2",NA,NA,NA,NA,NA,NA,NA,NA,NA,"224.769","169.016",NA,NA,NA,NA,NA,"185.565",NA,NA,"263.214",NA,NA,NA,NA,NA,NA,"178.622",NA,NA,"488.786","361.876",NA,NA,NA,NA,NA,"176.295",NA,"467.164",NA,NA,NA
"Q7Z5L9","734.853",NA,"499.965","346.524","618.838","1216.77","758.422","537.084","1001.57","697.924","1343.94","2203.9","952.536","840.415","1154.32","680.962","2087.55","1295.68","740.575","1345.65","1098.09","403.259","534.697","597.86","944.463","1224.67","1095.48","622.857","505.268","1193.39","716.836","475.348","596.391","1210.32","661.61","604.38","375.707","896.284","410.456","406.951","735.45","826.968"
"Q7Z5R6","599.149","1203.07","413.476","285.118",NA,"357.54",NA,NA,NA,NA,NA,"349.304","706.42",NA,"625.52",NA,"775.544","728.044",NA,"829.729","425.711","455.983",NA,NA,"533.189","422.947","391.684","318.487","335.872",NA,"1133.36","97.9913","1103.97","655.625","792.339",NA,NA,NA,"271.318",NA,"388.58",NA
"Q7Z6B0","572.546","150.636",NA,"254.237","589.645",NA,"104.548","425.725","378.098",NA,NA,"155.162",NA,NA,"165.399","289.668",NA,NA,"292.737","173.382","125.773",NA,"336.01","499.397","271.22",NA,NA,NA,NA,NA,NA,"100.815","448.696",NA,"322.203","228.581",NA,"245.819",NA,"306.731","233.566","268.995"
"Q7Z6B7","933.905","2013.44","1033.75","955.685","2065.94","1948.64",NA,"707.208","734.414","2855.35","1952.77","1932.04","3305.88","1754.54","1447.55","341.208","2369.56","2703.64","926.283","1541.18","1468.75","2268.85","1465.19","1797.42","1548.96","2616.16","2704.04","1832.9","1806.03","2440.09","2152.98","685.033","1192.11","2099.59","1261.63","450.999","2093.36","2851.9","3074.08","967.699","1657.36","881.652"
"Q7Z6E9","924.318","575.425","677.854","372.183","721.441","550.139","275.683","384.838","456.95","690.888","630.259","604.502","820.854","752.542","975.557","444.065","595.379","551.402",NA,"701.605","321.3","563.361","935.95","320.543","677.795","987.8","1091.3","886.564","787.266","740.988","686.442","360.433","469.831",NA,"665.27","675.984","456.193","818.949","778.451","314.812","1289.6","767.896"
"Q7Z6J0","850.424","577.422","843.858","609.674","416.014","291.933","1005.98","836.13","1100.4","346.396",NA,"502.34","283.736","435.291","320.997","824.748","333.627","299.19","515.35",NA,"851.847","573.305","807.538","754.766","464.93","190.261","572.76","759.357","451.032","318.134","605.262","1053.93","950.669","1038.52","658.328","265.584","1057.81","672.196","468.275","937.95","543.135","654.708"
"Q7Z6K3","16528.1","22778.7","13979.4","12520.2","45042.6","33290.4","9840.5","21824.2","21816","32976.9","44890.4","51575.6","34420.6","22073.9","25249.1","11380.8","36955.7","23704.3","13672.7","29947.1","17535.7","29365.1","17708","16555.3","14328","32442.7","30360.5","22917.9","16676.5","20054.6","22093.8","4435.61","20667.7","22836.5","13991.6","7425.48","17577.5","18277.5","20660.7","2700.14","18855","13154.1"
"Q7Z6K5","1753.59","2432.08","2261.67","1759.38","2256.19","2399.7","1061.25","614.579","1854.97","2126.9","1229.33","1536.19","1679.26","2620.93","3187.07","1508.94","1471.32","1489.56","1059.05","3725.98","1765.95","2574.19","2437.25","1563.76","2752.24","2926.76","1290.58","2019.1","1484.62",NA,"1195.09","1445.29","1104.88","1954.45","3313.38","2193.96","2247.94","2976.23","849.873","1778.27","2810.92","2731.67"
"Q7Z6Z7","8877.88","8166.7","9189.31","7427.13","7289.76","10592.2","7023.29","9039.97","9869.9","8146.97","10161.6","7511.39","10870.2","10824","10139.3","9171.27","8161.42","9638.03","7166.23","11007.9","7269.29","11194.3","11601.4","8750.5","10877.8","12272.7","9071.4","10948.8","9832.61","10744.4","9523.59","8688.5","6120.95","8269.68","11407.1","9074.46","8538.59","14866.2","10587","11920.6","11857.5","9418.97"
"Q7Z739","5972.27","5124.24","5337.15","3006.89","4472.13","5273.18","3961.23","3799.58","5212.56","5550.06","4111.88","4028.28","5544.72","5726.74","4995.79","5598.73","4125.37","3738.06","4683.11","5857.7","4535.5","6014.16","3973.93","3985.06","5027.91","5240.9","5686.95","4400.69","4843.52","2785.43","4441.85","4400.06","4533.41","4284.49","5378.51","3753.76","4251.14","4330.17","3319.63","2677.72","3958.55","6304.06"
"Q7Z7A4","1083.73","767.046","1420.43","532.378","1280.66","1245.85","645.949","1772.03","1400.11","1002.61","726.4","1105.1","666.865","1090.16","1374.43","986.969","895.085","635.667","529.968","1828.77","778.549","1263.11","1321.69","1124.72","1151.38","1513.24","1127.33","730.679","849.381","917.031","886.736","988.385","970.468","1136.8","1387.14","1331.94","682.502","1156.48","927.026","1122.36","1611.6","1345.82"
"Q7Z7G0","560.065","618.355","723.949",NA,NA,"247.915",NA,"244.658","707.455",NA,"264.354",NA,NA,"366.876","250.452","293.701","242.707",NA,NA,"395.059","304.486","721.878","163.043","111.912","391.684","413.243","438.8","375.249","432.847","647.589","509.267","664.037",NA,NA,"775.618",NA,"389.731","997.286",NA,NA,"401.855","140.947"
"Q7Z7H5","7121.88","2586.26","6920.73","5057.96","6851.63","7722.72","4857.46","5932.2","6152.55","4689.78","4608.18","3946.77","5003.13","8782.43","5878.07","4419.84","4151.29","3775.8","3380.29","6244.46","2462.05","4833.12","8315.76","4792.32","5748.74","4687.06","2144.28","3481.85","2121.36","4198.48","1937.2","3488.38","5098.9","2619.76","5798.26","2856.93","2367.57","3853.59","10791.7","2483.58","6542.9","6037.09"
"Q7Z7H8","588.866","1230.92",NA,"334.93","1318.65","1044.54",NA,"318.964","530.747","1695.22","1417.45","1549.47","1962.26","1177.53","858.515",NA,"1345.25","816.02","276.366","976.995","421.564","615.65","900.415",NA,"1097.55","829.634","1056.51","1259.03","1204.4","831.619","1141.52",NA,"947.696","1393.02","1165.12",NA,"1065.73","721.017","920.156",NA,"503.595","334.168"
"Q7Z7K0","13404.4","7899.98","8237.01","7445.6","17305.2","10155.5","7365.21","10054.7","8684.8","7572.24","8448.11","8817.35","6863.21","7663.45","10442.8","5631.29","6320.75","5176.58","10128.6","8805.1","12868","6958.86","13168.3","16498.9","9973.31","13156.5","7289.35","9435.94","2392.27","2305.77","4628.64","8182.49","14496.5","9031.24","10932","9463.66","5369.69","7446.98","4004.7","6349.79","9793.35","10757.8"
"Q7Z7K6","346.913","252.223","258.578",NA,NA,NA,"261.812",NA,NA,NA,NA,NA,NA,NA,NA,NA,"398.727",NA,NA,NA,"856.816","904.294","551.942","935.036","441.972","725.815","554.249","881.069","315.54",NA,"896.895","548.113","828.869","485.424","1092.32","541.368","596.928","558.223","429.349","279.978","677.749","436.031"
"Q7Z7L7","975.857","703.482","1010.53","497.622","897.374","1346.36","563.25","738.334","1506.88","1408.15","2087.49","888.563","1667.09","1650.19","2884.58","957.204","1578.03","1783.25","596.455","2619.85","915.591","3178.54","1681.6","1403.91","1629.47","2163.33","1099.36","1136.42","2279.2","367.713","1552.85","909.5","574.989","477.019","1707.82","1158.73","1714.49","3019.1","1650.94","1646.14","1634.88","1494.05"
"Q7Z7L8","2235.83",NA,"2582.14",NA,NA,"835.161",NA,NA,"1579.31","2406.05",NA,NA,NA,"2043.07","2672.29",NA,"3268.02","656.159",NA,"1923.44",NA,"1268.17","2072.88",NA,"1216.75","1304.11",NA,"1508.72","906.597",NA,"638.919","1180.82","587.802","656.064","749.332",NA,"790.079","750.948",NA,NA,"1428.24","759.82"
"Q7Z7M9","3654.37","5433.16","5284.24","4148.43","4227.59","4520.28","14395","16230","3106.21","4712.77","8822.48","3908.97","5159.58","8899.64","3257.14","3126.62","5642.1","2843.82","26136.4","2952.64","2532.79","3593.14","6066.5","6009.51","3237.53","8035.58","5014.59","5372.81","8784.6","10202.6","6166.03","3865.07","5916.86","4633.89","3349.96","2637.09","14239.3","9726.7","8448.14","4556.58","6373.61","2354.65"
"Q86SE5","7988.14","4945.77","9228.71","7096.12","9610.4","5864.35","9725.34","6828.75","10950.9","4890.55","5100.8","5117.78","5855.71","9833.96","9792.14","9496.81","5424.35","4205.92","6786.31","5862.72","9896.87","8336.95","6431.43","8162.39","9495.61","8278.98","6253.5","4497.19","7524.99","2808.31","3856.15","8021.35","3829.75","3832.66","8895.67","6431.79","3350.59","5403.65","5788.17","7347.84","8398.98","11406.7"
"Q86SF2","1047.69","928.581","1182.09","1483.24","999.013","1623.96","1540.96",NA,"1246.68","573.802","1221.54",NA,"1897.77","1210.9","886.582","1414.56","656.796","1087.58","1151.52","779.726","755.211","869.487","1773.64","867.529","1184.26","908.32","1195.62","671.494","812.873","1809.45","1011.62","1246.95","923.958","695.932","1502.55","2220.84","1578.3","860.475","1131.5","1501.32","1101.71","1318.65"
"Q86SQ0","1995.98","1457.05","1280.57",NA,"828.18","2068.43",NA,NA,"449.556","1171.42",NA,"579.643",NA,"476.4","665.634","1373.71","970.09","1179.06",NA,NA,NA,"1453.66","949.584","929.61","2185.54","704.143","1130.28","647.27","846.795","2094.76","1606.03",NA,NA,"986.778","1308.13","2179.34","1711.04","1677.27","2230.78","1271.23","1252.46",NA
"Q86SR1",NA,NA,"279.865",NA,NA,NA,NA,NA,NA,NA,NA,NA,"168.934",NA,NA,NA,NA,NA,NA,NA,"274.259",NA,NA,NA,NA,NA,"430.717","222.419",NA,NA,"596.44",NA,NA,NA,NA,NA,"577.205",NA,"438.629",NA,NA,NA
"Q86SX6","2851.44","2633.65","1975.41","1986.92","2031.11","952.84","1787.81","1384.79","1784.53","1190.19","1273.1","2188.7","1164.11","1626.31","1871.69","519.637","2401.18","1086.5","1057.62","1094.71","1518.58","1216.33","1791.85","1929.63","2808.41","1372.55","2206.61","1678.68","2109.77","436.232","3290.48","1323.56","1703.32","1791.61","1609.12","1028.95","1919.4","1135.31","2181.15",NA,"2015.14","1594.24"
"Q86SZ2","642.727","1074.86",NA,"617.761",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1008.57","4010.65",NA,NA,"1355.49","566.557","602.581","1047.81","877.435","667.692","1853.64","518.507","5913.07","3082.5","2265.48","589.154","1291.69","1001.51","1337.39","922.914","2442.25","387.726","1433.56","879.835","822.725","1535.64"
"Q86T03","2932.17","4151.67","2754.18","3266.61","3264.41","3515.97","3243.97","3511.34","3720.73","4603.44","3080.37","7368.44","4888.09","3774.66","4006.63","1701.05","4295.23","6391.01","2902.03","4012.4","1926.3","4568.59","3406.9","3854.63","3789.35","3334.03","5022.73","5406.07","4212.57","2020.16","3094.39","2182.06","2712.51","2792.06","2269.26","2497.91","4646.09","4062.11","3650.56","3037.38","3199.9","2917.51"
"Q86TI2","3688.46","4577.45","2981.77","4238.11","4082.66","2764.26","3066.11","4705.44","2804.5","3333.99","4169.81","3215.69","2636.81","2873.97","2276.29","3291.37","4434.05","2286.54","3291.68","1771.94","3289.78","2633.56","2484.99","3849.01","3198.62","2487.86","3157.44","4345.78","3602.21","3048.97","3969.68","3306.83","4120.41","3441.4","3932.53","2694.51","2859.59","3586.88","2178.5","2319.4","3338.57","2482.62"
"Q86TM6","2454.06","2665.75","2690.42","1712.76","2653.6","2775.8","1520.66","2454.21","2924.88","3420.06","3011.89","4408.19","3317.31","4080.43","3855.59","2905.75","4491.13","6801.1","1168.34","3342.15","1427.8","2687.79","3782.72","2872.6","2435.33","4024.7","3208.68","3302","5577.59","6429.61","3907.31","1698.64","1158.45","3056.68","2696.83","1710.84","4845.34","3140.67","5091.18","2455.24","4476.19","2687.42"
"Q86TU7","1673.44","1104.41","1494.43","1705.38","1549.05","1164.18","1806.46","1845.88","1121.76","859.373","1374.11","1175.84","882.57","1275.55","1214.37","1724.15","1064.65","720.818","1326.17","1257.84","1505.72","1736.1","1337.61","1850.97","1437.93","887.48","1292.43","1559.24","1224.14","1456.6","2408.89","1594.65","1516.48","1680.19","1998.53","2068.93","1566.41","1273.55","1890.61","1844.17","1331.06","1240.76"
"Q86TX2","7978.87","13766","12311.9","16679.9","16709.5","14036.9","6275.68","10313.5","8167.48","14926.9","14473.1","24956.3","8800.55","11088.7","18807.3","5472.18","16211.4","18286.9","10695","12395.1","11672.6","9043.01","6074.41","6408.85","12083.9","7750.76","10773.7","14425","12925.9","12978.7","19927.9","7297.4","16438.2","22233.2","9648.36","7364.79","17522.8","10264.3","15003.8","7196.82","9002.2","9645.07"
"Q86U42","5690.14","2581.49","4084.66","2517.79","2807.22","2622.06","4960.15","3586.03","6325.95","3898.65","3933.8","2684.36","3761.13","4210.21","6092.63","4878.92","3201.95","1604.16","6345.19","3453.49","2360.14","2924.86","3163.41","3708.89","3650.12","3230.59","1388.89","1965.54","3455.04","2870.22","2491.85","3386.92","2309.91","2445.79","4221.38","4458.02","2850.52","2312.65","2828.75","3274.1","5796.86","5613.81"
"Q86UE4","14438.4","12261.6","13475.1","11656.4","9442.99","11736.3","10937.8","10341.8","10576.4","12621.1","9440.56","9400.28","12768.4","15742.9","13489.6","11839.8","8452.01","6670.75","8916.18","14138.7","12753.6","12333","12343","11052.9","12524","11605.9","10476.5","10102.3","6879.62","7953.23","10865.5","11625.8","12917.7","6525.97","15192.7","10396.9","9711.59","12873","11376.8","11446.6","14521.3","14521.2"
"Q86UK7",NA,NA,"965.399",NA,NA,NA,"1521.18","1340.5",NA,NA,"1325.2",NA,"2022.47",NA,NA,NA,NA,NA,NA,"1038.96","1313.72","1274.72","1112.44","1028.06",NA,"1317.05","789.448","457.44","553.265","1187.85","964.29",NA,"1281.92","1233.44","1074.48","1937.34","702.117",NA,"1200.67","1054.18","885.486","873.78"
"Q86UL3","383.081","669.399","302.181",NA,"359.651","940.599","290.573","494.042","797.816","1014.16","769.029","726.112","681.748","753.994","823.155","710.226","1049.64","1487.05","405.198","781.767",NA,"635.511","1060.55","287.662","459.261","1157.8","922.255",NA,"783.272","1429","1274.79","243.943","311.964","912.318",NA,NA,"838.301","915.865","543.916","375.235","581.494","464.858"
"Q86UP2","10422.1","10082.6","9654.43","8792.77","8664.09","9913.84","8223.57","8027.34","10287.2","9678.93","8891.26","7179","10689.1","9546.32","11472.8","9032.4","9022.79","6661.71","7666.83","10596","8197.01","8684.03","9998.46","8797.94","11179.9","11589.3","9196.25","10282.4","8995.46","7435.92","9662.47","9706.14","9793.16","8873.06","11072.4","11468.6","8990.21","10644.8","7175.37","8391.72","11629.8","11298.4"
"Q86UT6","2964.78","2894.6","2280.79","3084.5","4585.38","1863.77","3363.03","4665.4","3707.16","2154.41","3658.26","3444.37","3952.68","3091.68","3394.58","3692.56","2194.56","3105","3072.78","1523.39","4728.48","3778.38","4802.45","4307.22","3886.05","4629.88","2197.29","3916.29","3263.52","1285.08","4536.73","3550.29","5704.55","3635.96","3315.59","2817.78","3894.09","4227.92","4009.24","2308.52","3717.3","2817.51"
"Q86UU1","3773.77","2931.19","4223.58","3461.77","3181.61","2362.23","3415.58","3786.02","4224.52","2676.34","3871","2337.16","3264.53","2383.79","2124.93","3269.82","3607.98","2217.57","3334.13","2491.61","3972.64","3261.31","3130.8","3195.81","2972.79","2854.71","4450.18","4022.65","3178.52","3551.16","4605.55","3882.96","3773.3","3394.14","3705.99","3938.96","3705.09","2271.59","3031.69","2975.43","3316.82","3174.17"
"Q86UX6","15210.3","53215.6","18210.4","7282.88","39269.7","90360.2","13703.9","38064.4","24544.9","107496","104860","91391.5","98825.6","72290.7","73377.4","20142","89051","91701","21155.6","103444","6225.18","61883.7","37638","29899.2","24821.7","70789","78237.4","70047.3","55843","36867.7","38248.5","5101.89","12972.2","114393","25760.6","4481.97","62646.1","49269.2","70193.5","6080.06","23953.2","10900.6"
"Q86UX7","16061.8","16850","17015.4","18872.6","14568.6","13180.2","13680.9","26179.8","20090.6","12433.5","15569.3","16432.1","16645","13405.9","12509.4","15187.7","12771.7","13496.4","14669.1","14327","15900.8","21202.6","16400.3","18730.2","12177.3","20793.9","14699.8","13122.6","7301.6","3575.28","6137.31","11386.4","10777.3","14870","5195.78","12929.8","13935.3","21560.1","23142.5","25955.3","4249.54","9298.98"
"Q86UY8","1954.43","3808.42","1467.42","2007.68","1549.97","1624.08","1427.64","1714.18","1235.48","1858.21","3027.6","3123.54","1608.13","1311.27","1361.17","1090.82","1409.38","1003.15","1846.68","1445.88","2549.83","3399.17","1458.36","1672.88","1650.15","1417.01","2603.53","2287.88","1494.29","4021.06","5456.11","1596.14","5138.86","5527.8","2129.64","1010.59","2006.81","1092.01","2610.71","1046.85","1531.53","693.076"
"Q86V21","493.277",NA,"977.871","499.595",NA,"593.018","854.966","939.724","524.318","526.062","1080.74","730.965","704.657","774.432","792.036","718.652",NA,"651.708","1058.59","768.718","662.87","531.164",NA,NA,"466.018",NA,NA,"921.101","1152.14","421.354","685.039","731.369","845.309","305.135",NA,NA,"461.891","603.603","638.683","998.491","369.668","871.035"
"Q86V48","6224.35","6406.58","5400.8","5638.75","4260.47","4986.15","3683.62","3830.3","4281.96","5564.23","4801.17","3889.16","6187.03","4628.94","4725.45","4915.94","5074.72","3808","4779.02","5865.02","3829.76","6238.62","5013.92","3939.5","3334.07","3588.02","4688.44","5055.15","4691.11","6200.12","6216.02","2804.21","4370.57","6447.79","4398.83","4578.09","7246.79","4798.07","4950.99","2663.42","4620.97","3486.49"
"Q86V81","17388.9","21474.6","21692.3","16181.3","18179.9","21112.1","16627.4","7173.34","12821.2","20731.8","11577.3","21024.5","20133.4","15419.7","26188.2","12665.6","19063","15847.7","12013.2","18236.9","13158.6","17812.6","15801.4","12578.1","12595.3","24253.9","18507.2","20053.9","15813.5","10562.3","15187.8","12385.5","14384.3","24600.4","25179.2","18223.6","16357.8","23004.5","28906.5","20381.7","18172.8","20364"
"Q86V85","1163.62","1110.52","1207.58","1337.45","1640.31","1301.7","1328.68","1621.89","787.246","1228.33","1761.77","789.631","2068.89","1312.78","770.018","796.951","1315.18","1414.23","1052.61","1450","987.787","2255.69","1270.83","1633.32","842.867","1212.65","623.897","1548.97","725.072","1115.33","1500.64","1118.33","1428.12","1423.15","1284.16",NA,"874.214","1803.29","1234.7","916.981","1404.22","662.804"
"Q86V87",NA,NA,"201.346",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"264.753",NA,"258.14","555.738",NA,NA,NA,NA,"151.644",NA,NA,"225.162",NA,NA,"590.254","453.365",NA,NA,NA,NA,NA,NA,NA,"109.449",NA,NA,NA,NA
"Q86V88","1320.83",NA,"1061.96","937.054","716.643",NA,"1062.83","845.105","893.032",NA,NA,NA,"643.238",NA,NA,"1434.6",NA,NA,"980.787",NA,"2273.2","789.758",NA,"1256.36","1656.19","683.243","298.848",NA,"286.038","513.9","288.41","1866.58","1224.65",NA,NA,"2118.77",NA,"951.63",NA,"1202.71",NA,"1342.85"
"Q86VI3",NA,NA,NA,NA,"1068.9",NA,NA,NA,NA,"1051.09",NA,"882.632",NA,NA,NA,NA,"983.439","1089.34",NA,NA,NA,NA,NA,NA,NA,NA,"1731.72",NA,"2371.63","1243.54","758.923",NA,NA,NA,NA,NA,NA,NA,"1590.34",NA,NA,NA
